,Unnamed: 0,Station,Date,Tmax,Tmin,Tavg,DewPoint,WetBulb,CodeSum,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,year_train,month_train,day_train,Address,Species,Trap,Latitude,Longitude,NumMosquitos,WnvPresent,day_weather,month_weather,year_weather,week,Species_virus,7day_Tavg,10day_Tavg,7day_Precip,10day_Precip,tavg_celsius,wetbulb_celsius,relative_humidity
1073,1073,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"2200 West 51st Street, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,T061,41.801179,-87.679447,3,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1074,1074,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"2200 West 51st Street, Chicago, IL 60609, USA",CULEX RESTUANS,T061,41.801179,-87.679447,4,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1075,1075,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"2200 West 51st Street, Chicago, IL 60609, USA",CULEX PIPIENS,T061,41.801179,-87.679447,6,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1076,1076,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"3500 West 51st Street, Chicago, IL 60632, USA",CULEX PIPIENS/RESTUANS,T062,41.800737,-87.71188,3,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1077,1077,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"3500 West 51st Street, Chicago, IL 60632, USA",CULEX PIPIENS/RESTUANS,T062,41.800737,-87.71188,2,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1078,1078,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"3500 West 51st Street, Chicago, IL 60632, USA",CULEX RESTUANS,T062,41.800737,-87.71188,1,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1079,1079,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"3500 West 51st Street, Chicago, IL 60632, USA",CULEX PIPIENS,T062,41.800737,-87.71188,3,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1080,1080,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"3500 West 51st Street, Chicago, IL 60632, USA",CULEX PIPIENS,T062,41.800737,-87.71188,6,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1081,1081,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,T065,41.778297,-87.752411,28,1,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1082,1082,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,T065,41.778297,-87.752411,3,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1083,1083,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",CULEX RESTUANS,T065,41.778297,-87.752411,3,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1084,1084,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",CULEX RESTUANS,T065,41.778297,-87.752411,1,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1085,1085,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",CULEX PIPIENS,T065,41.778297,-87.752411,5,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1086,1086,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",CULEX PIPIENS,T065,41.778297,-87.752411,8,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1087,1087,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",CULEX SALINARIUS,T065,41.778297,-87.752411,1,0,1,8,2007,31,0,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1088,1088,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"6700 South Kedzie Avenue, Chicago, IL 60629, USA",CULEX PIPIENS/RESTUANS,T066,41.77166,-87.703047,4,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1089,1089,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"6700 South Kedzie Avenue, Chicago, IL 60629, USA",CULEX PIPIENS/RESTUANS,T066,41.77166,-87.703047,39,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1090,1090,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"6700 South Kedzie Avenue, Chicago, IL 60629, USA",CULEX PIPIENS/RESTUANS,T066,41.77166,-87.703047,12,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1091,1091,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"6700 South Kedzie Avenue, Chicago, IL 60629, USA",CULEX RESTUANS,T066,41.77166,-87.703047,6,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1092,1092,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"6700 South Kedzie Avenue, Chicago, IL 60629, USA",CULEX PIPIENS,T066,41.77166,-87.703047,1,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1093,1093,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"6700 South Kedzie Avenue, Chicago, IL 60629, USA",CULEX PIPIENS,T066,41.77166,-87.703047,20,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1094,1094,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"7300 Cicero Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,T067,41.759346,-87.745602,16,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1095,1095,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"7300 Cicero Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,T067,41.759346,-87.745602,17,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1096,1096,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"7300 Cicero Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,T067,41.759346,-87.745602,13,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1097,1097,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"7300 Cicero Avenue, Chicago, IL 60638, USA",CULEX RESTUANS,T067,41.759346,-87.745602,1,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1098,1098,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"7300 Cicero Avenue, Chicago, IL 60638, USA",CULEX RESTUANS,T067,41.759346,-87.745602,2,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1099,1099,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"7300 Cicero Avenue, Chicago, IL 60638, USA",CULEX RESTUANS,T067,41.759346,-87.745602,3,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1100,1100,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"7300 Cicero Avenue, Chicago, IL 60638, USA",CULEX PIPIENS,T067,41.759346,-87.745602,4,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1101,1101,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"7300 Cicero Avenue, Chicago, IL 60638, USA",CULEX PIPIENS,T067,41.759346,-87.745602,6,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1102,1102,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"7300 Cicero Avenue, Chicago, IL 60638, USA",CULEX SALINARIUS,T067,41.759346,-87.745602,1,0,1,8,2007,31,0,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1103,1103,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"2200 West 69th Street, Chicago, IL 60636, USA",CULEX PIPIENS/RESTUANS,T069,41.768388,-87.678649,13,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1104,1104,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"2200 West 69th Street, Chicago, IL 60636, USA",CULEX PIPIENS/RESTUANS,T069,41.768388,-87.678649,1,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1105,1105,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"2200 West 69th Street, Chicago, IL 60636, USA",CULEX PIPIENS/RESTUANS,T069,41.768388,-87.678649,1,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1106,1106,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"2200 West 69th Street, Chicago, IL 60636, USA",CULEX RESTUANS,T069,41.768388,-87.678649,5,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1107,1107,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"2200 West 69th Street, Chicago, IL 60636, USA",CULEX RESTUANS,T069,41.768388,-87.678649,2,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1108,1108,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"2200 West 69th Street, Chicago, IL 60636, USA",CULEX PIPIENS,T069,41.768388,-87.678649,1,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1109,1109,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"2200 West 69th Street, Chicago, IL 60636, USA",CULEX PIPIENS,T069,41.768388,-87.678649,1,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1110,1110,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"2200 West 69th Street, Chicago, IL 60636, USA",CULEX PIPIENS,T069,41.768388,-87.678649,5,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1111,1111,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"5200 South Nordica Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,T070,41.797616,-87.797894,2,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1112,1112,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"5200 South Nordica Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,T070,41.797616,-87.797894,9,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1113,1113,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"5200 South Nordica Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,T070,41.797616,-87.797894,4,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1114,1114,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"5200 South Nordica Avenue, Chicago, IL 60638, USA",CULEX RESTUANS,T070,41.797616,-87.797894,1,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1115,1115,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"5200 South Nordica Avenue, Chicago, IL 60638, USA",CULEX PIPIENS,T070,41.797616,-87.797894,6,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1116,1116,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"5200 South Nordica Avenue, Chicago, IL 60638, USA",CULEX PIPIENS,T070,41.797616,-87.797894,1,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1117,1117,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"6100 South Melvina Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,T071,41.781416,-87.776532,3,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1118,1118,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"6100 South Melvina Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,T071,41.781416,-87.776532,3,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1119,1119,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"6100 South Melvina Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,T071,41.781416,-87.776532,2,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1120,1120,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"6100 South Melvina Avenue, Chicago, IL 60638, USA",CULEX PIPIENS,T071,41.781416,-87.776532,2,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1121,1121,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"1000 East 67th Street, Chicago, IL 60637, USA",CULEX PIPIENS/RESTUANS,T073,41.773215,-87.60088,3,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1122,1122,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"1000 East 67th Street, Chicago, IL 60637, USA",CULEX PIPIENS/RESTUANS,T073,41.773215,-87.60088,10,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1123,1123,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"1000 East 67th Street, Chicago, IL 60637, USA",CULEX PIPIENS/RESTUANS,T073,41.773215,-87.60088,5,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1124,1124,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"1000 East 67th Street, Chicago, IL 60637, USA",CULEX RESTUANS,T073,41.773215,-87.60088,1,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1125,1125,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"1000 East 67th Street, Chicago, IL 60637, USA",CULEX RESTUANS,T073,41.773215,-87.60088,1,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1126,1126,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"1000 East 67th Street, Chicago, IL 60637, USA",CULEX PIPIENS,T073,41.773215,-87.60088,1,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1127,1127,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"1000 East 67th Street, Chicago, IL 60637, USA",CULEX PIPIENS,T073,41.773215,-87.60088,1,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1128,1128,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"1000 East 67th Street, Chicago, IL 60637, USA",CULEX PIPIENS,T073,41.773215,-87.60088,2,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1129,1129,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"3900 South Ashland Avenue, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,T074,41.822536,-87.666343,28,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1130,1130,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"3900 South Ashland Avenue, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,T074,41.822536,-87.666343,15,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1131,1131,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"3900 South Ashland Avenue, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,T074,41.822536,-87.666343,22,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1132,1132,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"3900 South Ashland Avenue, Chicago, IL 60609, USA",CULEX RESTUANS,T074,41.822536,-87.666343,1,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1133,1133,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"3900 South Ashland Avenue, Chicago, IL 60609, USA",CULEX RESTUANS,T074,41.822536,-87.666343,3,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1134,1134,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"3900 South Ashland Avenue, Chicago, IL 60609, USA",CULEX RESTUANS,T074,41.822536,-87.666343,1,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1135,1135,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"3900 South Ashland Avenue, Chicago, IL 60609, USA",CULEX PIPIENS,T074,41.822536,-87.666343,6,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1136,1136,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"3900 South Ashland Avenue, Chicago, IL 60609, USA",CULEX PIPIENS,T074,41.822536,-87.666343,2,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1137,1137,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"3900 South Ashland Avenue, Chicago, IL 60609, USA",CULEX PIPIENS,T074,41.822536,-87.666343,4,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1138,1138,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"4700 South Cornell Avenue, Chicago, IL 60615, USA",CULEX PIPIENS/RESTUANS,T075,41.799282,-87.585487,1,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1139,1139,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"4700 South Cornell Avenue, Chicago, IL 60615, USA",CULEX PIPIENS/RESTUANS,T075,41.799282,-87.585487,1,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1140,1140,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"4700 South Cornell Avenue, Chicago, IL 60615, USA",CULEX PIPIENS/RESTUANS,T075,41.799282,-87.585487,2,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1141,1141,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"4700 South Cornell Avenue, Chicago, IL 60615, USA",CULEX PIPIENS,T075,41.799282,-87.585487,2,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1142,1142,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"6400 South Stony Island Avenue, Chicago, IL 60637, USA",CULEX PIPIENS/RESTUANS,T077,41.778748,-87.586427,6,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1143,1143,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"6400 South Stony Island Avenue, Chicago, IL 60637, USA",CULEX PIPIENS/RESTUANS,T077,41.778748,-87.586427,3,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1144,1144,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"6400 South Stony Island Avenue, Chicago, IL 60637, USA",CULEX RESTUANS,T077,41.778748,-87.586427,1,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1145,1145,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"6400 South Stony Island Avenue, Chicago, IL 60637, USA",CULEX PIPIENS,T077,41.778748,-87.586427,2,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1146,1146,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"7100 South South Shore Drive, Chicago, IL 60649, USA",CULEX PIPIENS/RESTUANS,T079,41.766202,-87.562889,5,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1147,1147,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"7100 South South Shore Drive, Chicago, IL 60649, USA",CULEX PIPIENS/RESTUANS,T079,41.766202,-87.562889,6,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1148,1148,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"7100 South South Shore Drive, Chicago, IL 60649, USA",CULEX PIPIENS/RESTUANS,T079,41.766202,-87.562889,4,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1149,1149,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"7100 South South Shore Drive, Chicago, IL 60649, USA",CULEX RESTUANS,T079,41.766202,-87.562889,1,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1150,1150,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"7100 South South Shore Drive, Chicago, IL 60649, USA",CULEX RESTUANS,T079,41.766202,-87.562889,1,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1151,1151,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"7100 South South Shore Drive, Chicago, IL 60649, USA",CULEX RESTUANS,T079,41.766202,-87.562889,4,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1152,1152,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"7100 South South Shore Drive, Chicago, IL 60649, USA",CULEX PIPIENS,T079,41.766202,-87.562889,3,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1153,1153,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"7100 South South Shore Drive, Chicago, IL 60649, USA",CULEX PIPIENS,T079,41.766202,-87.562889,2,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
1154,1154,2,2007-08-01,91,69,80,63,70, ,0.0,29.34,29.98,2.1,13,3.7,2007,8,1,"7100 South South Shore Drive, Chicago, IL 60649, USA",CULEX PIPIENS,T079,41.766202,-87.562889,5,0,1,8,2007,31,1,80.0,80.0,0.0,0.0,26.666666666666668,21.11111111111111,58.6513644545932
